Hm0,H3,H10,Hmax,Hmean,Tm02,Tp,Tz,T3,T10,Tmax,DirTp,SprTp,Mdir,unidirectind,mpressure,currentspeed,currentdir,errorcode,datetime,hourly,tenmin
1.55,1.33,1.75,2.19,0.84,4.46,14.29,5.01,7.9,9.55,5.5,240.02,67.24,248.77,0.96,18.337,0.06,218.8,0,2020-01-12T09:32:01Z,2020-01-12T10:00:00Z,2020-01-12T09:30:00Z
1.44,1.23,1.57,2.36,0.78,4.05,14.19,4.6,6.86,9.11,11,229.25,65.28,244.08,0.94,18.043,0.03,245.1,0,2020-01-12T10:32:01Z,2020-01-12T11:00:00Z,2020-01-12T10:30:00Z
1.21,0.99,1.31,1.84,0.61,4.13,14.47,4.58,6.95,9.4,13,232.07,66.02,239.22,0.89,17.832,0.05,338.3,0,2020-01-12T11:32:01Z,2020-01-12T12:00:00Z,2020-01-12T11:30:00Z
1.52,1.28,1.74,2.2,0.79,4.65,14.45,4.85,7.29,9.11,11,232.39,71.09,257.18,0.91,17.544,0.17,267.3,0,2020-01-12T12:32:01Z,2020-01-12T13:00:00Z,2020-01-12T12:30:00Z
1.55,1.31,1.68,2.77,0.83,5.06,14.88,5.7,8.88,11.5,13,208.56,74.06,245.75,0.72,17.41,0.32,297.8,0,2020-01-12T13:32:01Z,2020-01-12T14:00:00Z,2020-01-12T13:30:00Z
1.85,1.63,2.06,2.49,0.97,5.75,15.21,6.64,11.05,13.16,13,238.43,72.4,261.9,0.79,17.337,0.14,319.7,0,2020-01-12T14:32:01Z,2020-01-12T15:00:00Z,2020-01-12T14:30:00Z
1.41,1.18,1.64,2.21,0.7,5.33,15.32,5.92,10.3,13.14,16,315.57,75,305.22,0.77,17.365,0.12,350.1,0,2020-01-12T15:32:01Z,2020-01-12T16:00:00Z,2020-01-12T15:30:00Z
1.46,1.24,1.65,1.91,0.75,5.25,15.27,6.36,10.45,13.33,14.5,274.2,72.71,281.71,0.96,17.72,0.19,348.7,0,2020-01-12T16:32:01Z,2020-01-12T17:00:00Z,2020-01-12T16:30:00Z
1.31,1.11,1.45,1.98,0.67,4.77,15.32,5.72,9.67,12.82,14,275.31,69.61,280.01,0.95,18.085,0.12,19.1,0,2020-01-12T17:32:01Z,2020-01-12T18:00:00Z,2020-01-12T17:30:00Z
1.53,1.3,1.74,2.13,0.75,5.41,15.25,6.13,10.7,14,13.5,261.08,69.03,265.33,0.95,18.422,0.22,109.1,0,2020-01-12T18:32:01Z,2020-01-12T19:00:00Z,2020-01-12T18:30:00Z
1.59,1.28,1.72,2.64,0.8,4.76,14.79,5.14,7.77,10.21,8.5,238.2,67.5,263.84,0.86,18.513,0.17,142.3,0,2020-01-12T19:32:01Z,2020-01-12T20:00:00Z,2020-01-12T19:30:00Z
1.49,1.23,1.65,2.55,0.74,5.13,14.81,5.79,9.67,12.58,14.5,205.52,64.26,219.57,0.89,18.304,0.09,90,0,2020-01-12T20:32:01Z,2020-01-12T21:00:00Z,2020-01-12T20:30:00Z
1.47,1.24,1.61,2.6,0.74,5.03,14.64,5.56,8.9,11,14,228.92,60.13,239.01,0.97,18.084,0.02,218.8,0,2020-01-12T21:32:01Z,2020-01-12T22:00:00Z,2020-01-12T21:30:00Z
1.36,1.13,1.51,2.06,0.67,4.51,14.71,5,8.09,11.64,11.5,240.57,70.1,243.03,0.97,17.927,0.05,222.7,0,2020-01-12T22:32:01Z,2020-01-12T23:00:00Z,2020-01-12T22:30:00Z
1.21,1.04,1.38,1.78,0.62,4.8,14.77,5.47,9.28,11.61,13.5,231.94,64.7,241.48,0.94,17.77,0.02,56.4,0,2020-01-12T23:32:01Z,2020-01-13T00:00:00Z,2020-01-12T23:30:00Z
1.23,1.01,1.3,1.77,0.67,3.98,14.36,4.41,6.17,7.97,12,228.98,64.76,246.69,0.86,17.518,0.05,244.2,0,2020-01-13T00:32:01Z,2020-01-13T01:00:00Z,2020-01-13T00:30:00Z
1.21,1.04,1.33,1.71,0.65,4.51,14.22,4.92,7.31,9.05,10.5,237.62,67.54,255,0.91,17.433,0.41,293.3,0,2020-01-13T01:32:01Z,2020-01-13T02:00:00Z,2020-01-13T01:30:00Z
1.28,1.14,1.45,1.8,0.67,5.46,12.75,6.2,10.39,11.65,11,276.47,73.21,280.74,0.92,17.43,0.13,321.9,0,2020-01-13T02:32:01Z,2020-01-13T03:00:00Z,2020-01-13T02:30:00Z
1.05,0.84,1.22,1.66,0.46,5.01,15.29,5.05,9.14,13.05,15,282.3,70.5,281.9,0.94,17.445,0.07,291,0,2020-01-13T03:32:01Z,2020-01-13T04:00:00Z,2020-01-13T03:30:00Z
0.74,0.61,0.82,1.14,0.37,4.22,14.46,4.84,7.68,10.28,10.5,244.11,75.34,270.66,0.82,17.788,0.13,313.5,0,2020-01-13T04:32:01Z,2020-01-13T05:00:00Z,2020-01-13T04:30:00Z
0.85,0.7,0.96,1.3,0.41,4.59,14.41,4.95,8.32,10.37,13,284.61,65.94,283.19,0.95,18.255,0.17,18.5,0,2020-01-13T05:32:01Z,2020-01-13T06:00:00Z,2020-01-13T05:30:00Z
0.79,0.64,0.89,1.35,0.38,3.88,14.28,4.36,7.27,10.28,15,268.51,65.82,272.54,0.84,18.595,0.24,109.8,0,2020-01-13T06:32:01Z,2020-01-13T07:00:00Z,2020-01-13T06:30:00Z
0.79,0.66,0.89,1.37,0.4,3.88,13.22,4.16,6.5,9.1,13,256.82,67.38,265.55,0.88,18.782,0.18,124.8,0,2020-01-13T07:32:01Z,2020-01-13T08:00:00Z,2020-01-13T07:30:00Z
1.01,0.86,1.17,1.61,0.51,4.01,12.31,4.35,6.87,8.89,9.5,226.5,70.35,252.36,0.87,18.634,0.08,209.9,0,2020-01-13T08:32:01Z,2020-01-13T09:00:00Z,2020-01-13T08:30:00Z
0.95,0.83,1.06,1.43,0.5,4.04,12.54,4.49,6.92,8.02,7.5,221.65,67.43,247.88,0.9,18.389,0.07,223.3,0,2020-01-13T09:32:01Z,2020-01-13T10:00:00Z,2020-01-13T09:30:00Z
0.85,0.71,0.95,1.39,0.44,3.97,12.52,4.45,7.09,9.36,12.5,213.66,59.81,229.82,0.86,18.27,0.05,262.1,0,2020-01-13T10:32:01Z,2020-01-13T11:00:00Z,2020-01-13T10:30:00Z
0.75,0.64,0.85,1.12,0.38,3.81,12.62,4.1,6.62,8.45,9,230.37,65.92,231.56,0.88,18.035,0.02,179.9,0,2020-01-13T11:32:01Z,2020-01-13T12:00:00Z,2020-01-13T11:30:00Z
0.82,0.73,0.93,1.28,0.43,4.06,12.72,4.47,7.03,8.84,7,209.17,70.32,200.75,0.93,17.789,0.08,241.1,0,2020-01-13T12:32:01Z,2020-01-13T13:00:00Z,2020-01-13T12:30:00Z
1.05,0.94,1.2,1.58,0.58,3.96,8.38,4.1,5.69,6.12,9,218.36,63.18,189.43,0.85,17.496,0.38,291.5,0,2020-01-13T13:32:01Z,2020-01-13T14:00:00Z,2020-01-13T13:30:00Z
1.01,0.88,1.1,1.51,0.55,3.88,11.84,4.41,6.67,8.3,10.5,288.9,66.66,266.44,0.77,17.394,0.14,303.2,0,2020-01-13T14:32:01Z,2020-01-13T15:00:00Z,2020-01-13T14:30:00Z
0.97,0.83,1.11,1.49,0.53,3.52,7.65,3.68,5.07,6.11,6.5,191.95,53.16,201.9,0.76,17.243,0.12,10.2,0,2020-01-13T15:32:01Z,2020-01-13T16:00:00Z,2020-01-13T15:30:00Z
0.94,0.79,1,1.28,0.5,3.3,10.59,3.47,4.92,5.72,8.5,214.68,63.35,197.31,0.95,17.438,0.14,306.4,0,2020-01-13T16:32:01Z,2020-01-13T17:00:00Z,2020-01-13T16:30:00Z
1.01,0.86,1.08,1.47,0.56,3.43,10.67,3.76,4.81,6.33,10.5,286.47,64.31,224.18,0.66,17.777,0.05,308.6,0,2020-01-13T17:32:01Z,2020-01-13T18:00:00Z,2020-01-13T17:30:00Z
1.26,1.16,1.43,1.73,0.71,3.81,9.13,4.09,5.78,5.75,4,200.55,49.41,195.33,0.88,18.204,0.1,90,0,2020-01-13T18:32:01Z,2020-01-13T19:00:00Z,2020-01-13T18:30:00Z
1.35,1.2,1.47,1.79,0.75,4.21,7.5,4.34,5.81,6.26,6,172.46,41.5,179.14,0.83,18.499,0.13,120.5,0,2020-01-13T19:32:01Z,2020-01-13T20:00:00Z,2020-01-13T19:30:00Z
1.26,1.12,1.42,2.07,0.68,4.48,10.42,4.65,6.81,7.07,6.5,211.43,61.29,182.52,0.88,18.425,0.11,147.5,0,2020-01-13T20:32:01Z,2020-01-13T21:00:00Z,2020-01-13T20:30:00Z
1.48,1.32,1.76,2.36,0.74,5.55,9.76,5.75,9.1,9.88,9.5,165.47,36.06,173,0.94,18.205,0.06,157.5,0,2020-01-13T21:32:01Z,2020-01-13T22:00:00Z,2020-01-13T21:30:00Z
1.52,1.41,1.85,2.67,0.84,5.87,11.37,6.88,10.81,11.35,12,172.16,41.22,178.99,0.91,17.999,0.05,194.3,0,2020-01-13T22:32:01Z,2020-01-13T23:00:00Z,2020-01-13T22:30:00Z
1.59,1.55,1.94,2.29,0.88,6.3,11.53,7.15,11.19,11.39,10,171.82,40.79,181.45,0.9,17.858,0.01,135.9,0,2020-01-13T23:32:01Z,2020-01-14T00:00:00Z,2020-01-13T23:30:00Z
1.84,1.66,2.15,3.08,0.93,6.49,11.65,6.55,10.68,11.89,11.5,162.3,46.69,166.43,0.92,17.711,0.06,101.1,0,2020-01-14T00:32:01Z,2020-01-14T01:00:00Z,2020-01-14T00:30:00Z
1.6,1.43,1.83,2.43,0.85,5.43,9.49,5.56,8.09,9.75,11,175.38,41.95,181.22,0.91,17.482,0.16,281.5,0,2020-01-14T01:32:01Z,2020-01-14T02:00:00Z,2020-01-14T01:30:00Z
1.19,1.06,1.38,2.12,0.64,4.82,14.18,5.26,7.73,9.15,9.5,182.72,71.19,193.65,0.9,17.454,0.39,293.8,0,2020-01-14T02:32:01Z,2020-01-14T03:00:00Z,2020-01-14T02:30:00Z
1.47,1.27,1.65,2.3,0.81,4.05,13.28,4.46,6.48,8.29,10,260.91,66,235.64,0.84,17.527,0.13,310.6,0,2020-01-14T03:32:01Z,2020-01-14T04:00:00Z,2020-01-14T03:30:00Z
1.53,1.34,1.66,2.11,0.85,4.06,14.94,4.43,6.34,7.71,9,274.33,67.34,213.89,0.8,17.531,0.16,340.8,0,2020-01-14T04:32:01Z,2020-01-14T05:00:00Z,2020-01-14T04:30:00Z
1.49,1.23,1.51,2.06,0.81,4.17,14.78,4.58,6.25,7.27,10.5,267.7,62.92,221.46,0.82,17.897,0.1,291.3,0,2020-01-14T05:32:01Z,2020-01-14T06:00:00Z,2020-01-14T05:30:00Z
1.74,1.45,1.86,2.64,0.94,4.4,15.33,4.94,7.1,8.92,11,311.56,71.3,257.17,0.64,18.347,0.07,138.1,0,2020-01-14T06:32:01Z,2020-01-14T07:00:00Z,2020-01-14T06:30:00Z
1.91,1.62,2.19,2.78,0.98,4.96,15.12,5.4,8.54,12.19,14.5,248.74,66.61,238.56,0.88,18.615,0.21,115.1,0,2020-01-14T07:32:01Z,2020-01-14T08:00:00Z,2020-01-14T07:30:00Z
2.41,2.06,2.82,3.79,1.24,5.69,15.37,6.16,10.16,13.06,8,265.09,67.9,255.58,0.81,18.701,0.24,142.8,0,2020-01-14T08:32:01Z,2020-01-14T09:00:00Z,2020-01-14T08:30:00Z
1.82,1.49,2,2.73,0.94,5.03,16.04,5.72,8.92,12.29,17,230.72,70.05,227.02,0.95,18.491,0.13,166.4,0,2020-01-14T09:32:01Z,2020-01-14T10:00:00Z,2020-01-14T09:30:00Z
2.15,1.87,2.46,3.23,1.12,5.37,14.22,5.89,9.55,12.17,14.5,191.62,64.41,216.38,0.84,18.279,0.12,156.4,0,2020-01-14T10:32:01Z,2020-01-14T11:00:00Z,2020-01-14T10:30:00Z
2.32,2.01,2.76,3.72,1.18,5.88,15.36,6.64,11.17,14.73,16.5,227.09,64.82,230.06,0.9,18.094,0.21,143.9,0,2020-01-14T11:32:01Z,2020-01-14T12:00:00Z,2020-01-14T11:30:00Z
2.63,2.36,3.16,4.15,1.41,6.35,16.28,7.54,12.52,13.76,14.5,243.82,71.61,227.54,0.9,17.917,0.17,140.1,0,2020-01-14T12:32:01Z,2020-01-14T13:00:00Z,2020-01-14T12:30:00Z
2.05,1.65,2.32,3.44,0.99,5.46,15.88,5.42,9.06,12.19,16,228.53,60.36,214.96,0.94,17.662,0.11,203.6,0,2020-01-14T13:32:01Z,2020-01-14T14:00:00Z,2020-01-14T13:30:00Z
1.91,1.65,2.12,2.79,1.04,5.07,15.86,5.58,8.68,10.83,14,281.12,75.33,267.43,0.82,17.471,0.42,288.4,0,2020-01-14T14:32:01Z,2020-01-14T15:00:00Z,2020-01-14T14:30:00Z
1.98,1.76,2.33,2.93,1.08,5.15,15.41,6.09,9.96,13.62,16,278.24,71.08,270.17,0.89,17.361,0.12,275.7,0,2020-01-14T15:32:01Z,2020-01-14T16:00:00Z,2020-01-14T15:30:00Z
1.7,1.36,1.92,2.93,0.83,4.85,15.48,4.89,7.89,11.35,14,270.99,72.16,247.89,0.85,17.248,0.08,288.6,0,2020-01-14T16:32:01Z,2020-01-14T17:00:00Z,2020-01-14T16:30:00Z
1.3,1.09,1.44,1.77,0.67,4.39,15.31,5.03,8.3,11.25,14,282.19,70.93,276.02,0.81,17.505,0.12,323.6,0,2020-01-14T17:32:01Z,2020-01-14T18:00:00Z,2020-01-14T17:30:00Z
1.23,1,1.34,1.79,0.6,4.22,15.26,4.79,7.92,10.71,16.5,273.19,70.21,263.93,0.87,17.878,0.04,73.6,0,2020-01-14T18:32:01Z,2020-01-14T19:00:00Z,2020-01-14T18:30:00Z
1.59,1.27,1.74,2.18,0.78,5.03,15.41,5.55,9.31,13,15,263.48,63.23,264.39,0.94,18.313,0.12,106.1,0,2020-01-14T19:32:01Z,2020-01-14T20:00:00Z,2020-01-14T19:30:00Z
1.77,1.48,2.1,3.08,0.9,5.05,14.99,5.57,9.17,12.63,15,236.71,67.66,246.04,0.86,18.503,0.28,111,0,2020-01-14T20:32:01Z,2020-01-14T21:00:00Z,2020-01-14T20:30:00Z
1.64,1.39,1.91,2.62,0.84,4.79,13.79,5.05,7.58,9.97,7,267.66,69.38,260.32,0.93,18.468,0.11,161.4,0,2020-01-14T21:32:01Z,2020-01-14T22:00:00Z,2020-01-14T21:30:00Z
1.38,1.11,1.51,2.17,0.68,4.64,14.46,4.88,7.27,9.5,11.5,259.28,64.06,247.79,0.85,18.229,0.07,133.7,0,2020-01-14T22:32:01Z,2020-01-14T23:00:00Z,2020-01-14T22:30:00Z
1.48,1.31,1.65,1.87,0.77,4.86,13.34,5.61,9.24,11.86,11.5,213.23,64.4,232.07,0.91,18.04,0.05,161.8,0,2020-01-14T23:32:01Z,2020-01-15T00:00:00Z,2020-01-14T23:30:00Z
1.5,1.26,1.7,2.47,0.71,4.98,14.41,4.92,8.22,10.87,12.5,227.67,68.43,224.7,0.83,17.889,0.05,178.2,0,2020-01-15T00:32:01Z,2020-01-15T01:00:00Z,2020-01-15T00:30:00Z
1.5,1.38,1.78,2.16,0.79,5.36,14.43,5.97,9.81,12.2,15.5,205.7,64.38,193.66,0.91,17.748,0.05,278.8,0,2020-01-15T01:32:01Z,2020-01-15T02:00:00Z,2020-01-15T01:30:00Z
1.75,1.61,2.04,2.66,0.95,6.02,15.11,6.69,10.97,13.19,14.5,247.57,67.89,236.82,0.85,17.566,0.27,285.1,0,2020-01-15T02:32:01Z,2020-01-15T03:00:00Z,2020-01-15T02:30:00Z
1.3,1.12,1.5,1.91,0.65,4.93,14.33,5.27,8.7,10.52,11.5,287.26,65.33,268.33,0.89,17.493,0.18,313.2,0,2020-01-15T03:32:01Z,2020-01-15T04:00:00Z,2020-01-15T03:30:00Z
1.22,1.05,1.43,2.17,0.61,5.12,13.67,5.69,9.34,11.05,10.5,275.82,70.56,256.59,0.88,17.554,0.08,328.7,0,2020-01-15T04:32:01Z,2020-01-15T05:00:00Z,2020-01-15T04:30:00Z
1.15,1.01,1.26,1.91,0.62,4.5,14.94,5.22,8.09,9.97,11,305.24,64.35,243.4,0.65,17.634,0.09,346.6,0,2020-01-15T05:32:01Z,2020-01-15T06:00:00Z,2020-01-15T05:30:00Z
1.01,0.89,1.22,1.57,0.51,4.35,13.19,4.81,8.01,9.92,9,265.81,69.4,257.29,0.89,18.002,0.1,320.9,0,2020-01-15T06:32:01Z,2020-01-15T07:00:00Z,2020-01-15T06:30:00Z
1.03,0.83,1.13,1.5,0.5,4.07,14.68,4.25,6.79,10.08,14.5,255.07,62.98,253.36,0.88,18.374,0.07,39.7,0,2020-01-15T07:32:01Z,2020-01-15T08:00:00Z,2020-01-15T07:30:00Z
1.01,0.9,1.11,1.4,0.53,3.94,14.76,4.56,7.12,8.77,8.5,225.08,64.46,241.38,0.79,18.689,0.25,107.7,0,2020-01-15T08:32:01Z,2020-01-15T09:00:00Z,2020-01-15T08:30:00Z
1.41,1.22,1.64,2.24,0.73,4.64,14.24,5.31,8.6,12.07,11,249.54,63.26,256.79,0.93,18.717,0.21,139.2,0,2020-01-15T09:32:01Z,2020-01-15T10:00:00Z,2020-01-15T09:30:00Z
1.06,0.9,1.19,1.68,0.56,3.49,12.62,3.79,5.72,8.51,10.5,206.91,70.23,225.97,0.82,18.488,0.08,149.9,0,2020-01-15T10:32:01Z,2020-01-15T11:00:00Z,2020-01-15T10:30:00Z
1.14,0.95,1.27,1.87,0.61,3.95,12.6,4.25,6.28,8.56,8,193.52,63.85,214.61,0.79,18.309,0.07,230,0,2020-01-15T11:32:01Z,2020-01-15T12:00:00Z,2020-01-15T11:30:00Z
1.09,0.92,1.23,1.61,0.57,4.23,13.03,4.81,7.32,9.88,11.5,206.93,66.41,216.06,0.82,18.186,0.03,172.3,0,2020-01-15T12:32:01Z,2020-01-15T13:00:00Z,2020-01-15T12:30:00Z
1.03,0.9,1.17,1.76,0.53,4.28,9.3,4.6,7.4,8.56,9.5,168.34,47.71,184.86,0.81,18.012,0.05,291.7,0,2020-01-15T13:32:01Z,2020-01-15T14:00:00Z,2020-01-15T13:30:00Z
1.2,1.09,1.35,1.65,0.66,4.71,8.64,5.34,8.18,9.05,8,176.76,52.25,190.85,0.86,17.762,0.16,287.1,0,2020-01-15T14:32:01Z,2020-01-15T15:00:00Z,2020-01-15T14:30:00Z
0.9,0.81,1.05,1.37,0.5,4.64,13.04,5.19,7.64,9.21,8.5,249.48,73.93,253.21,0.93,17.602,0.39,294.5,0,2020-01-15T15:32:01Z,2020-01-15T16:00:00Z,2020-01-15T15:30:00Z
0.81,0.74,0.97,1.35,0.43,5.05,13.07,5.73,9.02,10.38,13.5,277.33,73.16,269.77,0.91,17.526,0.15,331.9,0,2020-01-15T16:32:01Z,2020-01-15T17:00:00Z,2020-01-15T16:30:00Z
0.75,0.66,0.87,1.2,0.41,3.99,8.93,4.71,7.5,8.59,9.5,190.82,64.67,224.19,0.78,17.45,0.12,326.1,0,2020-01-15T17:32:01Z,2020-01-15T18:00:00Z,2020-01-15T17:30:00Z
0.72,0.63,0.8,1.15,0.39,4.01,9.29,4.66,7.3,8.69,9,259.94,65.32,258.01,0.94,17.648,0.05,292.6,0,2020-01-15T18:32:01Z,2020-01-15T19:00:00Z,2020-01-15T18:30:00Z
0.65,0.55,0.73,1.08,0.33,3.33,10.73,3.75,6.04,7.68,10,239.56,71.81,243.07,0.9,17.998,0.09,57.9,0,2020-01-15T19:32:01Z,2020-01-15T20:00:00Z,2020-01-15T19:30:00Z
0.75,0.66,0.82,1.01,0.4,3.57,12.15,4.2,6.48,8.08,8,249.95,71.33,262.73,0.85,18.327,0.22,109.8,0,2020-01-15T20:32:01Z,2020-01-15T21:00:00Z,2020-01-15T20:30:00Z
0.8,0.69,0.88,1.27,0.44,3.29,5.2,3.61,5.17,6.01,8,274.28,52.06,267.83,0.88,18.498,0.13,112.5,0,2020-01-15T21:32:01Z,2020-01-15T22:00:00Z,2020-01-15T21:30:00Z
1.01,0.88,1.12,1.42,0.55,3.53,8.9,3.88,5.74,6.92,7.5,264.62,73.35,258.19,0.9,18.411,0.05,202.3,0,2020-01-15T22:32:01Z,2020-01-15T23:00:00Z,2020-01-15T22:30:00Z
0.92,0.82,1.1,1.42,0.51,3.52,10.04,4.13,6.46,7.29,8.5,211.22,58.7,242.65,0.89,18.188,0.1,168.3,0,2020-01-15T23:32:01Z,2020-01-16T00:00:00Z,2020-01-15T23:30:00Z
0.86,0.73,0.95,1.5,0.46,3.21,11.93,3.45,4.86,5.62,8.5,221.08,69.08,245.5,0.87,18.04,0.03,291.9,0,2020-01-16T00:32:01Z,2020-01-16T01:00:00Z,2020-01-16T00:30:00Z
0.67,0.57,0.75,0.99,0.35,3.09,11.1,3.43,4.94,6.81,6,180.38,65.48,213.43,0.69,17.879,0.05,316.2,0,2020-01-16T01:32:01Z,2020-01-16T02:00:00Z,2020-01-16T01:30:00Z
0.68,0.58,0.75,1.03,0.36,3.33,10.33,3.87,5.97,7.51,8,179.61,52.39,200.11,0.79,17.765,0.03,197.6,0,2020-01-16T02:32:01Z,2020-01-16T03:00:00Z,2020-01-16T02:30:00Z
0.83,0.73,0.92,1.3,0.46,3.57,10.44,3.87,5.36,5.92,5.5,215.52,63.75,249.54,0.84,17.616,0.29,288,0,2020-01-16T03:32:01Z,2020-01-16T04:00:00Z,2020-01-16T03:30:00Z
0.63,0.56,0.69,0.87,0.34,3.79,10.39,4.28,6.71,8.36,7.5,285.53,66.71,273.18,0.88,17.62,0.25,303.4,0,2020-01-16T04:32:01Z,2020-01-16T05:00:00Z,2020-01-16T04:30:00Z
0.66,0.6,0.77,0.9,0.35,4.56,9.9,5.22,8.56,8.89,9,255.7,64.35,281.64,0.88,17.674,0.08,318.5,0,2020-01-16T05:32:01Z,2020-01-16T06:00:00Z,2020-01-16T05:30:00Z
0.59,0.5,0.65,0.93,0.31,3.37,11.8,3.9,6.18,7.9,7.5,280.71,74.45,259.12,0.83,17.806,0.07,352,0,2020-01-16T06:32:01Z,2020-01-16T07:00:00Z,2020-01-16T06:30:00Z
0.59,0.5,0.64,0.89,0.31,3.18,9.51,3.84,6.13,7.42,9.5,250.94,65.49,263.43,0.84,18.11,0.1,285.9,0,2020-01-16T07:32:01Z,2020-01-16T08:00:00Z,2020-01-16T07:30:00Z
0.58,0.5,0.64,0.79,0.31,3.15,10.34,3.69,5.8,7.14,6.5,268.56,69.86,285.38,0.79,18.425,0.03,32.5,0,2020-01-16T08:32:01Z,2020-01-16T09:00:00Z,2020-01-16T08:30:00Z
0.53,0.42,0.55,0.83,0.27,2.82,11.72,3.16,4.79,6.42,7,214.96,72.3,242.71,0.76,18.668,0.21,96.3,0,2020-01-16T09:32:01Z,2020-01-16T10:00:00Z,2020-01-16T09:30:00Z
0.73,0.62,0.82,1.12,0.37,3.56,11.12,3.84,5.93,7.55,10,214.62,70.11,249.28,0.89,18.661,0.13,140.3,0,2020-01-16T10:32:01Z,2020-01-16T11:00:00Z,2020-01-16T10:30:00Z
0.57,0.48,0.62,0.85,0.29,3.26,11.87,3.75,5.86,7.55,10,195.06,63.02,216.5,0.67,18.492,0.06,117,0,2020-01-16T11:32:01Z,2020-01-16T12:00:00Z,2020-01-16T11:30:00Z
0.7,0.61,0.78,0.99,0.37,3.87,11.2,4.49,7.23,8.77,9,185.24,55.99,225.03,0.74,18.278,0.02,174.2,0,2020-01-16T12:32:01Z,2020-01-16T13:00:00Z,2020-01-16T12:30:00Z
0.59,0.5,0.63,0.94,0.3,3.73,10.81,4.13,6.54,8.54,11,176.15,57.79,201.7,0.68,18.112,0.06,271,0,2020-01-16T13:32:01Z,2020-01-16T14:00:00Z,2020-01-16T13:30:00Z
0.53,0.47,0.64,0.79,0.26,4.37,9.86,4.68,8.14,9.42,9.5,163.66,57.52,172.26,0.82,17.962,0.05,248.5,0,2020-01-16T14:32:01Z,2020-01-16T15:00:00Z,2020-01-16T14:30:00Z
0.59,0.54,0.66,0.84,0.32,4.72,8.52,5,7.23,7.8,10,194.85,65.49,224.26,0.87,17.788,0.24,285.1,0,2020-01-16T15:32:01Z,2020-01-16T16:00:00Z,2020-01-16T15:30:00Z
0.56,0.51,0.67,0.78,0.29,4.64,10.36,5.09,8.3,8.92,10,258.32,62.93,268.99,0.78,17.677,0.29,301,0,2020-01-16T16:32:01Z,2020-01-16T17:00:00Z,2020-01-16T16:30:00Z
0.45,0.37,0.51,0.84,0.21,3.58,11.15,3.93,6.91,9.07,9,257.48,70.35,256.05,0.77,17.642,0.14,328.7,0,2020-01-16T17:32:01Z,2020-01-16T18:00:00Z,2020-01-16T17:30:00Z
0.49,0.42,0.52,0.65,0.26,3.06,8.97,3.45,5.02,6.15,6,214.82,69.53,211.72,0.94,17.599,0.12,342.7,0,2020-01-16T18:32:01Z,2020-01-16T19:00:00Z,2020-01-16T18:30:00Z
0.47,0.39,0.51,0.76,0.25,2.92,9.3,3.4,5.05,7.01,4.5,223.94,70.51,227.75,0.71,17.778,0.11,321.6,0,2020-01-16T19:32:01Z,2020-01-16T20:00:00Z,2020-01-16T19:30:00Z
0.49,0.42,0.52,0.7,0.26,3.09,10.5,3.35,5.02,6.23,4.5,279.42,69.75,245.45,0.67,18.083,0.13,3,0,2020-01-16T20:32:01Z,2020-01-16T21:00:00Z,2020-01-16T20:30:00Z
0.62,0.54,0.66,0.81,0.35,2.9,5.03,3.23,4.22,4.41,4,165.71,50.07,163.73,0.65,18.394,0.24,104.2,0,2020-01-16T21:32:01Z,2020-01-16T22:00:00Z,2020-01-16T21:30:00Z
0.79,0.73,0.92,1.24,0.44,3.61,6.13,3.9,5.32,5.61,6.5,159.77,38.05,164.74,0.97,18.537,0.11,137.7,0,2020-01-16T22:32:01Z,2020-01-16T23:00:00Z,2020-01-16T22:30:00Z
0.72,0.65,0.87,1.12,0.38,4.02,6.77,4.46,6.7,7.09,9.5,147.12,47.66,177.28,0.76,18.421,0.1,130,0,2020-01-16T23:32:01Z,2020-01-17T00:00:00Z,2020-01-16T23:30:00Z
0.61,0.55,0.72,1,0.31,4.22,7.75,4.47,6.92,7.65,8,166.03,44.7,170.73,0.88,18.202,0.05,78.3,0,2020-01-17T00:32:01Z,2020-01-17T01:00:00Z,2020-01-17T00:30:00Z
0.55,0.49,0.66,0.82,0.28,4.16,7.91,4.7,7.65,8.07,8,158.91,54.59,175.98,0.82,18.007,0.02,49.4,0,2020-01-17T01:32:01Z,2020-01-17T02:00:00Z,2020-01-17T01:30:00Z
0.54,0.5,0.62,0.86,0.29,4.22,7.51,4.82,7.33,7.85,9,164.96,47.22,173.8,0.92,17.914,0.01,241.7,0,2020-01-17T02:32:01Z,2020-01-17T03:00:00Z,2020-01-17T02:30:00Z
0.96,0.93,1.17,1.5,0.56,5.63,8.03,6.37,7.83,8.12,7.5,160.4,40.26,164.9,0.95,17.833,0.07,235.6,0,2020-01-17T03:32:01Z,2020-01-17T04:00:00Z,2020-01-17T03:30:00Z
0.92,0.85,1.03,1.41,0.5,4.86,8,5.01,7.18,7.59,6.5,175.83,41.77,166.66,0.96,17.697,0.21,284.3,0,2020-01-17T04:32:01Z,2020-01-17T05:00:00Z,2020-01-17T04:30:00Z
0.76,0.68,0.85,1.04,0.42,4.21,9.2,4.59,6.79,7.43,6.5,227.56,69.04,204.48,0.78,17.692,0.31,293.1,0,2020-01-17T05:32:01Z,2020-01-17T06:00:00Z,2020-01-17T05:30:00Z
0.8,0.71,0.92,1.23,0.42,4.65,9.27,5.12,7.67,8.34,10,182.37,57.3,195.41,0.89,17.737,0.09,268.6,0,2020-01-17T06:32:01Z,2020-01-17T07:00:00Z,2020-01-17T06:30:00Z
