Hm0,H3,H10,Hmax,Hmean,Tm02,Tp,Tz,T3,T10,Tmax,DirTp,SprTp,Mdir,unidirectind,mpressure,currentspeed,currentdir,errorcode,datetime,hourly,tenmin
0.69,0.61,0.74,0.97,0.38,4.33,8.37,4.79,7.33,7.95,7.5,289.05,66.37,263.22,0.82,17.867,0.24,290.6,0,2019-12-06T08:32:01Z,2019-12-06T09:00:00Z,2019-12-06T08:30:00Z
0.66,0.59,0.76,1.07,0.36,4.45,11.69,5.07,8.05,9.07,9.5,266.53,66.85,268.32,0.9,17.9,0.2,295.6,0,2019-12-06T09:32:01Z,2019-12-06T10:00:00Z,2019-12-06T09:30:00Z
0.58,0.52,0.69,0.95,0.31,4.51,11.51,5.1,7.79,8.02,9.5,292.76,73.43,287.26,0.81,18.006,0.01,331.1,0,2019-12-06T10:32:01Z,2019-12-06T11:00:00Z,2019-12-06T10:30:00Z
0.58,0.52,0.67,0.91,0.3,4.2,11,4.74,7.76,8.85,7.5,216.66,75.01,241.1,0.85,18.147,0.07,149.6,0,2019-12-06T11:32:01Z,2019-12-06T12:00:00Z,2019-12-06T11:30:00Z
0.58,0.5,0.67,1.03,0.29,4.31,11.44,4.67,7.95,9.85,9.5,242.52,71.26,253.97,0.78,18.279,0.07,100.2,0,2019-12-06T12:32:01Z,2019-12-06T13:00:00Z,2019-12-06T12:30:00Z
0.68,0.62,0.81,1.15,0.36,4.24,10.3,4.81,7.75,8.69,9.5,287.61,67.7,273.4,0.91,18.391,0.04,118.5,0,2019-12-06T13:32:01Z,2019-12-06T14:00:00Z,2019-12-06T13:30:00Z
0.57,0.49,0.65,0.89,0.29,3.67,9.98,4.13,6.56,8.1,9.5,278.28,76.98,264.74,0.82,18.375,0.03,214.6,0,2019-12-06T14:32:01Z,2019-12-06T15:00:00Z,2019-12-06T14:30:00Z
0.53,0.46,0.6,0.79,0.28,3.21,10.35,3.6,5.76,7.8,8.5,228.39,77.31,247.63,0.71,18.294,0.04,277.8,0,2019-12-06T15:32:01Z,2019-12-06T16:00:00Z,2019-12-06T15:30:00Z
0.57,0.48,0.63,0.97,0.3,3.34,10.45,3.85,5.97,7.46,9,265.88,71.28,261.87,0.88,18.185,0.01,284,0,2019-12-06T16:32:01Z,2019-12-06T17:00:00Z,2019-12-06T16:30:00Z
0.52,0.42,0.55,0.8,0.27,3.03,10.31,3.55,5.56,7.57,8.5,209.58,66.84,220.64,0.83,18.072,0.03,330.9,0,2019-12-06T17:32:01Z,2019-12-06T18:00:00Z,2019-12-06T17:30:00Z
0.55,0.48,0.62,0.77,0.28,3.77,9.87,4.16,6.87,7.93,9,209.74,66.75,233.02,0.73,17.997,0.05,257.1,0,2019-12-06T18:32:01Z,2019-12-06T19:00:00Z,2019-12-06T18:30:00Z
0.61,0.55,0.72,0.85,0.34,3.58,9.99,4.37,6.85,8.1,8,257.73,69.13,247.09,0.83,17.886,0.19,286,0,2019-12-06T19:32:01Z,2019-12-06T20:00:00Z,2019-12-06T19:30:00Z
0.53,0.49,0.62,0.8,0.28,4.65,10.92,5.19,8.13,9.57,10,248.5,66.68,263.37,0.9,17.795,0.21,297.3,0,2019-12-06T20:32:01Z,2019-12-06T21:00:00Z,2019-12-06T20:30:00Z
0.63,0.61,0.74,0.85,0.36,5.91,10.34,6.93,9.75,9.82,9.5,271.09,60.89,273.58,0.92,17.754,0.12,304.7,0,2019-12-06T21:32:01Z,2019-12-06T22:00:00Z,2019-12-06T21:30:00Z
0.38,0.33,0.42,0.49,0.2,4.43,10.42,4.67,6.78,8.07,9,222.99,72.57,241.12,0.89,17.814,0.09,337,0,2019-12-06T22:32:01Z,2019-12-06T23:00:00Z,2019-12-06T22:30:00Z
0.37,0.33,0.43,0.55,0.2,4.32,10.38,4.74,7.2,8.9,9.5,245.54,75.21,254.61,0.83,17.912,0.1,329.9,0,2019-12-06T23:32:01Z,2019-12-07T00:00:00Z,2019-12-06T23:30:00Z
0.41,0.38,0.49,0.54,0.22,4.53,9.86,5.26,8.16,9.6,9.5,208.37,74.3,232.15,0.63,18.044,0.05,330.6,0,2019-12-07T00:32:01Z,2019-12-07T01:00:00Z,2019-12-07T00:30:00Z
0.43,0.37,0.48,0.6,0.21,4.59,10.35,4.72,7.5,9.09,8.5,342.78,73.45,303.76,0.74,18.226,0.14,98.3,0,2019-12-07T01:32:01Z,2019-12-07T02:00:00Z,2019-12-07T01:30:00Z
0.41,0.36,0.46,0.6,0.22,4.2,10.3,4.65,7.04,8.34,10,292.14,70.07,262.95,0.74,18.335,0.15,111.1,0,2019-12-07T02:32:01Z,2019-12-07T03:00:00Z,2019-12-07T02:30:00Z
0.69,0.64,0.84,1.13,0.38,4.78,10.37,5.59,8.49,10.08,10,280.52,68.48,280.36,0.93,18.32,0.09,150.1,0,2019-12-07T03:32:01Z,2019-12-07T04:00:00Z,2019-12-07T03:30:00Z
0.57,0.48,0.63,0.98,0.29,3.77,10.74,4.06,6.11,8.06,11.5,269.5,68.58,265.3,0.93,18.192,0.04,244.2,0,2019-12-07T04:32:01Z,2019-12-07T05:00:00Z,2019-12-07T04:30:00Z
0.46,0.39,0.52,0.71,0.24,3.64,10.94,4.22,6.5,8.29,11,256.72,67.74,246.94,0.91,18.062,0.05,261,0,2019-12-07T05:32:01Z,2019-12-07T06:00:00Z,2019-12-07T05:30:00Z
0.48,0.4,0.56,0.76,0.24,3.91,10.35,4.27,6.86,9.3,9.5,224.17,64.53,218.61,0.87,17.947,0.04,212.7,0,2019-12-07T06:32:01Z,2019-12-07T07:00:00Z,2019-12-07T06:30:00Z
0.53,0.47,0.58,0.8,0.28,3.92,10.15,4.54,7.28,7.72,11.5,210.02,68.6,230.06,0.85,17.88,0.07,286.5,0,2019-12-07T07:32:01Z,2019-12-07T08:00:00Z,2019-12-07T07:30:00Z
0.5,0.45,0.56,0.67,0.26,4.29,11.07,4.92,8.1,9.32,10,259.52,63.02,251.52,0.93,17.848,0.21,284.9,0,2019-12-07T08:32:01Z,2019-12-07T09:00:00Z,2019-12-07T08:30:00Z
0.53,0.47,0.63,0.78,0.27,4.62,11.48,4.94,8.07,9.17,10,266.36,66.65,269.6,0.92,17.817,0.19,293.8,0,2019-12-07T09:32:01Z,2019-12-07T10:00:00Z,2019-12-07T09:30:00Z
0.54,0.5,0.63,0.75,0.28,5.18,11.34,5.64,9.16,10.33,10.5,309.74,70.34,309.22,0.9,17.836,0.03,284.3,0,2019-12-07T10:32:01Z,2019-12-07T11:00:00Z,2019-12-07T10:30:00Z
0.58,0.54,0.69,0.94,0.3,5.13,11.31,5.71,9.61,10.85,10,277.7,60.52,273.65,0.94,17.953,0.01,35.4,0,2019-12-07T11:32:01Z,2019-12-07T12:00:00Z,2019-12-07T11:30:00Z
0.45,0.41,0.53,0.73,0.25,4.97,11.49,5.92,8.93,10.08,9.5,282.76,63.81,274.37,0.7,18.127,0.03,346.1,0,2019-12-07T12:32:01Z,2019-12-07T13:00:00Z,2019-12-07T12:30:00Z
0.46,0.39,0.53,0.65,0.23,4.49,11.92,4.96,8.13,9.3,9.5,261.12,66.45,235.41,0.78,18.284,0.12,89.5,0,2019-12-07T13:32:01Z,2019-12-07T14:00:00Z,2019-12-07T13:30:00Z
0.56,0.52,0.65,0.9,0.3,4.78,11.33,5.54,8.59,9.3,8.5,306.31,69.51,273.39,0.79,18.372,0.05,104.7,0,2019-12-07T14:32:01Z,2019-12-07T15:00:00Z,2019-12-07T14:30:00Z
0.56,0.51,0.66,0.84,0.3,4.65,11.23,5.54,9.36,10.5,11,261.8,65.17,251.51,0.84,18.386,0.04,303.3,0,2019-12-07T15:32:01Z,2019-12-07T16:00:00Z,2019-12-07T15:30:00Z
0.43,0.37,0.5,0.78,0.22,3.95,11.84,4.27,6.75,9.47,11,283.37,65.38,255.72,0.68,18.239,0.04,255.9,0,2019-12-07T16:32:01Z,2019-12-07T17:00:00Z,2019-12-07T16:30:00Z
0.53,0.47,0.57,0.66,0.29,3.9,12.09,4.56,6.67,7.56,10.5,258.56,69.39,214.91,0.67,18.127,0.01,178.5,0,2019-12-07T17:32:01Z,2019-12-07T18:00:00Z,2019-12-07T17:30:00Z
0.62,0.57,0.71,0.91,0.35,4.26,5.36,4.82,6.34,6.66,6.5,157.51,43.44,174.08,0.83,18.001,0.06,292.6,0,2019-12-07T18:32:01Z,2019-12-07T19:00:00Z,2019-12-07T18:30:00Z
0.79,0.73,0.91,1.07,0.45,4.2,5.69,4.48,5.32,5.54,6.5,162.26,33.44,161.32,0.97,17.911,0.1,282.2,0,2019-12-07T19:32:01Z,2019-12-07T20:00:00Z,2019-12-07T19:30:00Z
1.04,0.99,1.29,1.72,0.6,4.47,5.49,4.68,5.66,5.57,5.5,163.67,33.81,168.83,0.95,17.793,0.28,291.4,0,2019-12-07T20:32:01Z,2019-12-07T21:00:00Z,2019-12-07T20:30:00Z
0.59,0.53,0.65,0.84,0.32,3.87,5.78,4.07,5.69,6.03,6,172.02,47.17,184.26,0.8,17.715,0.22,293.9,0,2019-12-07T21:32:01Z,2019-12-07T22:00:00Z,2019-12-07T21:30:00Z
0.88,0.78,0.95,1.12,0.48,3.86,6.64,4.16,5.84,6.52,7,173.13,39.14,184.82,0.85,17.652,0.1,326.5,0,2019-12-07T22:32:01Z,2019-12-07T23:00:00Z,2019-12-07T22:30:00Z
1.15,1.06,1.31,1.63,0.67,4.53,7.22,4.91,6.39,6.72,6,179.46,28.29,180.77,0.98,17.66,0.12,310.9,0,2019-12-07T23:32:01Z,2019-12-08T00:00:00Z,2019-12-07T23:30:00Z
1.09,1.05,1.32,1.8,0.62,4.99,8.09,5.29,7.3,7.21,8.5,179.12,35.87,178.24,0.97,17.866,0.1,326.2,0,2019-12-08T00:32:01Z,2019-12-08T01:00:00Z,2019-12-08T00:30:00Z
1.26,1.18,1.47,1.85,0.69,4.86,8.56,5.08,7.29,7.69,7,148.05,46.93,162.32,0.94,18.085,0.04,82.2,0,2019-12-08T01:32:01Z,2019-12-08T02:00:00Z,2019-12-08T01:30:00Z
1.47,1.37,1.74,2.37,0.79,5.39,8.6,5.53,7.82,7.77,8,174.86,27.01,173.76,0.98,18.262,0.09,136.6,0,2019-12-08T02:32:01Z,2019-12-08T03:00:00Z,2019-12-08T02:30:00Z
1.48,1.43,1.87,2.29,0.86,5.78,8.9,6.2,8.19,8.15,7.5,179.13,27.45,173.86,0.97,18.334,0.12,115.1,0,2019-12-08T03:32:01Z,2019-12-08T04:00:00Z,2019-12-08T03:30:00Z
1.25,1.17,1.4,1.61,0.71,5.92,10.19,6.6,8.98,8.89,9,169.49,28.18,161.45,0.97,18.277,0.02,149.4,0,2019-12-08T04:32:01Z,2019-12-08T05:00:00Z,2019-12-08T04:30:00Z
0.79,0.69,0.88,1.08,0.41,5.08,10.43,5.51,8.26,9.44,8.5,159.5,44.09,167.88,0.95,18.091,0.04,80.8,0,2019-12-08T05:32:01Z,2019-12-08T06:00:00Z,2019-12-08T05:30:00Z
1.12,1.08,1.34,1.58,0.65,6.16,9.55,6.95,9.25,9.32,9.5,164.45,37.57,168.72,0.96,17.945,0.02,315.8,0,2019-12-08T06:32:01Z,2019-12-08T07:00:00Z,2019-12-08T06:30:00Z
1.23,1.17,1.48,1.86,0.66,6.13,9.25,6.19,8.58,8.53,8,171.33,39.84,165.93,0.95,17.854,0.05,189.9,0,2019-12-08T07:32:01Z,2019-12-08T08:00:00Z,2019-12-08T07:30:00Z
1.02,0.97,1.21,1.38,0.59,5.58,8.15,6.03,8.13,7.96,8.5,164.15,37.28,168.18,0.96,17.741,0.05,263,0,2019-12-08T08:32:01Z,2019-12-08T09:00:00Z,2019-12-08T08:30:00Z
0.9,0.85,1.04,1.25,0.52,5.33,6.9,5.8,7.67,7.7,6.5,170.99,38.47,172.91,0.97,17.662,0.25,287.2,0,2019-12-08T09:32:01Z,2019-12-08T10:00:00Z,2019-12-08T09:30:00Z
0.64,0.59,0.72,0.9,0.36,5.4,10.68,6.3,9.28,10.15,9.5,212.19,66.1,199.75,0.92,17.692,0.21,303.4,0,2019-12-08T10:32:01Z,2019-12-08T11:00:00Z,2019-12-08T10:30:00Z
1.44,1.38,1.75,2.28,0.86,6.27,9.56,6.94,9,9.1,9,190.9,39.19,186.75,0.97,17.714,0.01,246.9,0,2019-12-08T11:32:01Z,2019-12-08T12:00:00Z,2019-12-08T11:30:00Z
1.18,1.07,1.32,1.67,0.68,4.88,10.56,5.27,7.74,8.94,10.5,211.05,55.39,199.56,0.95,17.859,0.02,80.8,0,2019-12-08T12:32:01Z,2019-12-08T13:00:00Z,2019-12-08T12:30:00Z
0.98,0.92,1.17,1.59,0.56,4.95,9.67,5.42,7.79,8.41,7.5,186.55,47.41,180.52,0.96,18.086,0.06,325.8,0,2019-12-08T13:32:01Z,2019-12-08T14:00:00Z,2019-12-08T13:30:00Z
1.31,1.23,1.5,1.96,0.76,5.61,9.67,6.13,8.51,8.59,8.5,175.46,37.78,176.99,0.96,18.308,0.06,109.1,0,2019-12-08T14:32:01Z,2019-12-08T15:00:00Z,2019-12-08T14:30:00Z
1.32,1.23,1.57,1.91,0.73,5.77,10.48,6.06,8.81,8.9,7.5,175.08,37.08,171.19,0.96,18.458,0.2,109.8,0,2019-12-08T15:32:01Z,2019-12-08T16:00:00Z,2019-12-08T15:30:00Z
0.89,0.81,1.02,1.34,0.48,4.97,11.52,5.3,7.86,8.36,8.5,178.17,51.97,169.8,0.91,18.419,0.15,121.6,0,2019-12-08T16:32:01Z,2019-12-08T17:00:00Z,2019-12-08T16:30:00Z
0.85,0.71,0.93,1.13,0.45,4.34,11.46,4.66,6.8,8.45,8,188.73,54.25,198.44,0.86,18.272,0.02,255.1,0,2019-12-08T17:32:01Z,2019-12-08T18:00:00Z,2019-12-08T17:30:00Z
0.87,0.78,1,1.47,0.46,4.53,7.98,4.93,7.67,7.8,8,162.04,38.73,172.74,0.84,18.105,0.01,333.6,0,2019-12-08T18:32:01Z,2019-12-08T19:00:00Z,2019-12-08T18:30:00Z
0.91,0.85,1.1,1.42,0.49,5.12,9.32,5.61,8.47,8.86,9,157.02,34.41,164.6,0.92,17.972,0.03,290.1,0,2019-12-08T19:32:01Z,2019-12-08T20:00:00Z,2019-12-08T19:30:00Z
0.9,0.84,1.08,1.55,0.51,4.59,7.69,5.2,7.29,7.42,8.5,158.92,35.39,166.72,0.95,17.834,0.11,266.9,0,2019-12-08T20:32:01Z,2019-12-08T21:00:00Z,2019-12-08T20:30:00Z
0.8,0.74,0.93,1.08,0.45,4.44,10.67,4.86,6.91,7.87,7.5,172.09,52.06,180.04,0.93,17.705,0.28,293.5,0,2019-12-08T21:32:01Z,2019-12-08T22:00:00Z,2019-12-08T21:30:00Z
0.67,0.59,0.72,0.91,0.36,5.11,11.07,6.06,9.12,10.06,10,181.97,52.53,185.76,0.94,17.657,0.1,325.1,0,2019-12-08T22:32:01Z,2019-12-08T23:00:00Z,2019-12-08T22:30:00Z
0.9,0.79,1.05,1.42,0.45,5.27,10.23,5.38,8.83,10.61,11,182.06,39.14,199.63,0.81,17.667,0.12,347.3,0,2019-12-08T23:32:01Z,2019-12-09T00:00:00Z,2019-12-08T23:30:00Z
0.66,0.56,0.73,1.12,0.34,4.56,10.09,4.92,7.21,9.44,13,181.37,51.91,204.58,0.74,17.77,0.1,318.8,0,2019-12-09T00:32:01Z,2019-12-09T01:00:00Z,2019-12-09T00:30:00Z
0.79,0.66,0.86,1.22,0.4,4.99,15.08,5.56,9.09,10.97,11.5,284.41,67.79,238.86,0.76,18.035,0.1,311.9,0,2019-12-09T01:32:01Z,2019-12-09T02:00:00Z,2019-12-09T01:30:00Z
0.9,0.82,1.03,1.17,0.5,5.57,14.72,6.5,10.57,12.33,13.5,247.63,71.7,222.33,0.7,18.309,0.04,52.6,0,2019-12-09T02:32:01Z,2019-12-09T03:00:00Z,2019-12-09T02:30:00Z
0.97,0.85,1.12,1.28,0.5,5.4,15.17,6.1,10.39,13.71,15.5,247.73,70.46,237.01,0.82,18.497,0.21,104.7,0,2019-12-09T03:32:01Z,2019-12-09T04:00:00Z,2019-12-09T03:30:00Z
1.11,0.94,1.2,1.56,0.56,5.49,14.35,6.14,10.01,12.21,16.5,230.59,67.75,225.35,0.77,18.498,0.1,134.2,0,2019-12-09T04:32:01Z,2019-12-09T05:00:00Z,2019-12-09T04:30:00Z
0.97,0.76,1.11,1.54,0.43,5.28,15.12,5.67,9.91,14,14,206.75,66.06,202.99,0.86,18.363,0.03,159.9,0,2019-12-09T05:32:01Z,2019-12-09T06:00:00Z,2019-12-09T05:30:00Z
1,0.83,1.15,1.41,0.47,4.97,15.12,5.6,9.64,12.52,12.5,236.96,72.52,218.55,0.83,18.179,0.12,140.8,0,2019-12-09T06:32:01Z,2019-12-09T07:00:00Z,2019-12-09T06:30:00Z
1.1,0.99,1.31,1.91,0.56,5.5,12.85,6.23,10.2,11.68,13.5,170.37,54.21,177.53,0.83,18.051,0.02,317.7,0,2019-12-09T07:32:01Z,2019-12-09T08:00:00Z,2019-12-09T07:30:00Z
1.07,0.97,1.21,1.61,0.56,5.22,15,6.23,10.44,10.71,11,217.97,67.17,199.39,0.82,17.92,0.06,236.9,0,2019-12-09T08:32:01Z,2019-12-09T09:00:00Z,2019-12-09T08:30:00Z
0.99,0.88,1.15,1.62,0.52,5.71,14.92,6.33,9.92,13.18,14.5,239.06,67.08,207.25,0.79,17.776,0.03,269.5,0,2019-12-09T09:32:01Z,2019-12-09T10:00:00Z,2019-12-09T09:30:00Z
0.81,0.71,0.87,1.11,0.46,5.07,14.76,6.03,8.66,10.46,15,229.33,70.53,212.44,0.9,17.696,0.29,288.8,0,2019-12-09T10:32:01Z,2019-12-09T11:00:00Z,2019-12-09T10:30:00Z
0.9,0.7,1.03,1.42,0.4,6.26,15.07,6.07,10.7,14.34,15,239.82,75.38,251.92,0.84,17.708,0.13,290.1,0,2019-12-09T11:32:01Z,2019-12-09T12:00:00Z,2019-12-09T11:30:00Z
1.09,0.98,1.36,1.55,0.53,6.27,14.98,7.06,12.44,14.35,14.5,230.17,72.57,225.17,0.88,17.797,0.06,314.6,0,2019-12-09T12:32:01Z,2019-12-09T13:00:00Z,2019-12-09T12:30:00Z
1.05,0.94,1.28,1.52,0.54,5.62,15.1,6.94,11.9,14,15,238.87,69.82,237,0.96,17.965,0.08,54.7,0,2019-12-09T13:32:01Z,2019-12-09T14:00:00Z,2019-12-09T13:30:00Z
1.03,0.87,1.14,1.63,0.52,5.52,15.37,6.67,11.25,13.93,14.5,264.96,66.44,262.44,0.88,18.221,0.16,112.8,0,2019-12-09T14:32:01Z,2019-12-09T15:00:00Z,2019-12-09T14:30:00Z
0.93,0.82,1.07,1.29,0.48,5.09,15.06,6.5,11.21,13.03,14.5,256.8,68.38,250.99,0.89,18.43,0.15,101.8,0,2019-12-09T15:32:01Z,2019-12-09T16:00:00Z,2019-12-09T15:30:00Z
1,0.87,1.11,1.45,0.5,5.29,13.84,6.03,10.57,12.52,10,230,64.08,233.11,0.93,18.468,0.05,149.3,0,2019-12-09T16:32:01Z,2019-12-09T17:00:00Z,2019-12-09T16:30:00Z
0.79,0.66,0.91,1.22,0.38,4.49,14.2,5.05,8.5,12.05,14.5,241.21,66.47,224.92,0.82,18.347,0.03,200.6,0,2019-12-09T17:32:01Z,2019-12-09T18:00:00Z,2019-12-09T17:30:00Z
0.76,0.68,0.89,1.19,0.38,4.37,14.23,5.14,8.79,11.31,11.5,182.18,70.32,180.14,0.89,18.158,0.02,244.2,0,2019-12-09T18:32:01Z,2019-12-09T19:00:00Z,2019-12-09T18:30:00Z
0.9,0.72,0.99,1.38,0.41,4.94,14.41,5.02,8.57,11.3,16.5,248.66,71.57,215.44,0.69,18.062,0.02,336.3,0,2019-12-09T19:32:01Z,2019-12-09T20:00:00Z,2019-12-09T19:30:00Z
0.88,0.82,1.03,1.32,0.49,4.52,6.84,5.19,7.66,8.47,7.5,156.65,34.88,181.95,0.73,17.918,0,195.6,0,2019-12-09T20:32:01Z,2019-12-09T21:00:00Z,2019-12-09T20:30:00Z
1.27,1.15,1.43,1.74,0.75,4.53,6.29,4.96,6.41,6.3,8,156.22,30.7,163.29,0.88,17.711,0.16,285.2,0,2019-12-09T21:32:01Z,2019-12-09T22:00:00Z,2019-12-09T21:30:00Z
1.45,1.3,1.6,2.01,0.83,4.19,5.94,4.48,5.67,6.43,4.5,178.75,33.46,191.53,0.85,17.636,0.3,294.2,0,2019-12-09T22:32:01Z,2019-12-09T23:00:00Z,2019-12-09T22:30:00Z
0.96,0.82,1.09,1.55,0.49,4,13.12,4.4,7.23,9.17,12.5,247.44,72.92,244.14,0.84,17.61,0.13,295.9,0,2019-12-09T23:32:01Z,2019-12-10T00:00:00Z,2019-12-09T23:30:00Z
0.87,0.74,0.94,1.4,0.46,3.47,13.23,3.85,5.63,6.86,8,302.52,66.32,206.36,0.57,17.622,0.11,353.2,0,2019-12-10T00:32:01Z,2019-12-10T01:00:00Z,2019-12-10T00:30:00Z
0.89,0.75,0.95,1.26,0.48,3.17,7.46,3.33,4.72,5.78,7.5,216.53,52.25,213.96,0.89,17.84,0.14,286.7,0,2019-12-10T01:32:01Z,2019-12-10T02:00:00Z,2019-12-10T01:30:00Z
0.92,0.8,1.01,1.47,0.51,3.2,7.64,3.56,4.93,6.05,10.5,225.86,57.86,219.67,0.74,18.16,0.06,155.3,0,2019-12-10T02:32:01Z,2019-12-10T03:00:00Z,2019-12-10T02:30:00Z
1.04,0.93,1.16,1.46,0.58,3.43,7.88,3.72,5.08,5.75,4,213.95,62.59,191.23,0.76,18.388,0.26,102.5,0,2019-12-10T03:32:01Z,2019-12-10T04:00:00Z,2019-12-10T03:30:00Z
1.19,1.04,1.3,1.75,0.68,3.88,7.83,4.24,5.79,6.66,9,172.8,51.71,183.19,0.9,18.543,0.05,155.8,0,2019-12-10T04:32:01Z,2019-12-10T05:00:00Z,2019-12-10T04:30:00Z
1.3,1.21,1.57,2.34,0.74,4.31,8.73,4.75,6.8,7.47,8,250.83,69.22,223.4,0.84,18.424,0.05,201.6,0,2019-12-10T05:32:01Z,2019-12-10T06:00:00Z,2019-12-10T05:30:00Z
1.05,0.96,1.26,1.56,0.58,4.31,8.27,4.74,7.09,8.14,6,164.7,52.63,186.65,0.86,18.237,0.02,113.3,0,2019-12-10T06:32:01Z,2019-12-10T07:00:00Z,2019-12-10T06:30:00Z
1.2,1.02,1.28,1.59,0.64,4.61,10,5.08,7.65,8.62,8.5,171.66,58.77,181.15,0.93,18.084,0.08,121.6,0,2019-12-10T07:32:01Z,2019-12-10T08:00:00Z,2019-12-10T07:30:00Z
1.31,1.15,1.42,1.83,0.72,4.25,10.3,4.81,7.33,8.61,9.5,186.14,59.03,188.49,0.93,17.907,0.06,166.4,0,2019-12-10T08:32:01Z,2019-12-10T09:00:00Z,2019-12-10T08:30:00Z
1.23,1.13,1.37,1.91,0.69,4.62,9.44,5.29,7.78,8.23,9.5,179.19,44.83,195.26,0.88,17.717,0.06,182,0,2019-12-10T09:32:01Z,2019-12-10T10:00:00Z,2019-12-10T09:30:00Z
1.07,0.98,1.24,1.92,0.58,4.43,10.96,4.96,7.76,8.32,6.5,226.48,58.5,210.63,0.9,17.572,0.2,291.1,0,2019-12-10T10:32:01Z,2019-12-10T11:00:00Z,2019-12-10T10:30:00Z
1.03,0.9,1.15,1.45,0.56,4.4,11.25,4.9,7.35,8.57,10,262.81,65.7,274.34,0.92,17.527,0.25,303.4,0,2019-12-10T11:32:01Z,2019-12-10T12:00:00Z,2019-12-10T11:30:00Z
0.99,0.89,1.11,1.36,0.54,4.69,10.53,5.27,7.95,8.78,9,224.92,58.93,237.14,0.81,17.573,0.09,335.5,0,2019-12-10T12:32:01Z,2019-12-10T13:00:00Z,2019-12-10T12:30:00Z
1,0.9,1.13,1.54,0.55,4.3,9.94,4.81,7.22,7.97,5.5,203.51,51.81,213.8,0.82,17.683,0.04,7.8,0,2019-12-10T13:32:01Z,2019-12-10T14:00:00Z,2019-12-10T13:30:00Z
0.88,0.78,0.98,1.28,0.48,3.89,9.71,4.35,6.56,7.26,8,183.06,54.68,224.75,0.76,17.98,0.08,339.6,0,2019-12-10T14:32:01Z,2019-12-10T15:00:00Z,2019-12-10T14:30:00Z
0.97,0.83,1.05,1.47,0.51,3.99,12.3,4.57,7.25,8.97,11,250.75,64.5,242.16,0.82,18.253,0.09,112.5,0,2019-12-10T15:32:01Z,2019-12-10T16:00:00Z,2019-12-10T15:30:00Z
1.03,0.87,1.16,1.59,0.53,3.99,13.21,4.43,7.15,9.56,13,232.17,65.22,230.52,0.77,18.467,0.28,98.6,0,2019-12-10T16:32:01Z,2019-12-10T17:00:00Z,2019-12-10T16:30:00Z
0.94,0.83,1.14,1.53,0.5,4.29,12.58,5.2,8.24,9.94,8,230.26,61.3,230.31,0.91,18.44,0.09,123.4,0,2019-12-10T17:32:01Z,2019-12-10T18:00:00Z,2019-12-10T17:30:00Z
0.87,0.75,0.99,1.24,0.45,3.75,11.16,4.1,6.55,8.08,8.5,220.16,62.53,236.91,0.92,18.297,0.03,272.5,0,2019-12-10T18:32:01Z,2019-12-10T19:00:00Z,2019-12-10T18:30:00Z
1.48,1.33,1.66,1.88,0.78,5.09,10.51,5.56,8.95,9.8,8.5,195.53,53.91,213.81,0.81,18.099,0.01,33.6,0,2019-12-10T19:32:01Z,2019-12-10T20:00:00Z,2019-12-10T19:30:00Z
1.68,1.59,1.98,2.37,0.94,4.91,10.85,5.68,9.22,10.72,11.5,171.56,41.14,183.54,0.82,18.011,0.06,270,0,2019-12-10T20:32:01Z,2019-12-10T21:00:00Z,2019-12-10T20:30:00Z
1.21,1.02,1.31,1.88,0.64,4.01,10.83,4.23,6.33,7.5,9.5,195.05,51.04,212.73,0.8,17.755,0.05,265.9,0,2019-12-10T21:32:01Z,2019-12-10T22:00:00Z,2019-12-10T21:30:00Z
1.26,1.12,1.35,1.53,0.73,4.07,12.25,4.57,6.65,7.95,7,236.99,69.35,247.86,0.92,17.589,0.21,281.8,0,2019-12-10T22:32:01Z,2019-12-10T23:00:00Z,2019-12-10T22:30:00Z
1.38,1.28,1.62,2.25,0.79,4.32,6.86,4.84,6.97,7.42,8,280.7,39.86,273.62,0.95,17.52,0.19,298.6,0,2019-12-10T23:32:01Z,2019-12-11T00:00:00Z,2019-12-10T23:30:00Z
1.22,1.04,1.41,2.14,0.62,4.42,9.17,4.83,7.74,9.19,10.5,224.86,64.39,260.14,0.8,17.495,0.1,327.9,0,2019-12-11T00:32:01Z,2019-12-11T01:00:00Z,2019-12-11T00:30:00Z
0.88,0.75,0.95,1.37,0.48,3.23,9.25,3.43,4.77,5.43,9,250.37,70.09,251.58,0.9,17.615,0.13,303.7,0,2019-12-11T01:32:01Z,2019-12-11T02:00:00Z,2019-12-11T01:30:00Z
0.96,0.79,1.01,1.41,0.49,3.44,11.66,3.74,5.64,8.05,9.5,300.97,65.62,288.88,0.81,17.866,0.05,346.7,0,2019-12-11T02:32:01Z,2019-12-11T03:00:00Z,2019-12-11T02:30:00Z
0.98,0.81,1,1.69,0.51,3.31,10.29,3.53,5.15,6.41,9,250.75,63.42,252.41,0.9,18.228,0.06,26.4,0,2019-12-11T03:32:01Z,2019-12-11T04:00:00Z,2019-12-11T03:30:00Z
1.29,1.05,1.34,2.15,0.69,3.76,13.44,3.9,5.37,6.9,7,252.32,62.11,247.71,0.88,18.502,0.23,105.8,0,2019-12-11T04:32:01Z,2019-12-11T05:00:00Z,2019-12-11T04:30:00Z
1.9,1.63,2.2,3.08,0.93,5.42,12.8,5.66,9.51,11.94,12.5,262.02,60.5,262.61,0.91,18.534,0.16,142.9,0,2019-12-11T05:32:01Z,2019-12-11T06:00:00Z,2019-12-11T05:30:00Z
