Hs,Tp,Dp,Tz,T01,T-1,Dm,S0,HsSwell,TpSwell,DpSwell,HsSea,TpSea,DpSea,H13,T13,H10,T10,Hmax,Tmax,datetime,hourly,tenmin
0.236,11.6,184,6.3,7.4,9.2,168,1.06,0.174,11.6,184,0.14,6.7,160,0.229,8.9,0.274,9.1,0.375,8.5,2019-11-30T12:00:00Z,2019-11-30T12:00:00Z,2019-11-30T12:00:00Z
0.236,11.6,184,6.3,7.4,9.2,168,1.06,0.174,11.6,184,0.14,6.7,160,0.229,8.9,0.274,9.1,0.375,8.5,2019-11-30T12:05:00Z,2019-11-30T12:00:00Z,2019-11-30T12:00:00Z
0.236,11.6,184,6.3,7.4,9.2,168,1.06,0.174,11.6,184,0.14,6.7,160,0.229,8.9,0.274,9.1,0.375,8.5,2019-11-30T12:10:00Z,2019-11-30T12:00:00Z,2019-11-30T12:10:00Z
0.236,11.6,184,6.3,7.4,9.2,168,1.06,0.174,11.6,184,0.14,6.7,160,0.229,8.9,0.274,9.1,0.375,8.5,2019-11-30T12:15:00Z,2019-11-30T12:00:00Z,2019-11-30T12:10:00Z
0.237,14.2,152,5.5,6.4,8.7,144,1.12,0.151,14.2,152,0.178,5.6,172,0.245,7.1,0.304,7.3,0.404,7,2019-11-30T02:00:00Z,2019-11-30T02:00:00Z,2019-11-30T02:00:00Z
0.237,14.2,152,5.5,6.4,8.7,144,1.12,0.151,14.2,152,0.178,5.6,172,0.245,7.1,0.304,7.3,0.404,7,2019-11-30T02:05:00Z,2019-11-30T02:00:00Z,2019-11-30T02:00:00Z
0.237,14.2,152,5.5,6.4,8.7,144,1.12,0.151,14.2,152,0.178,5.6,172,0.245,7.1,0.304,7.3,0.404,7,2019-11-30T02:10:00Z,2019-11-30T02:00:00Z,2019-11-30T02:10:00Z
0.237,14.2,152,5.5,6.4,8.7,144,1.12,0.151,14.2,152,0.178,5.6,172,0.245,7.1,0.304,7.3,0.404,7,2019-11-30T02:15:00Z,2019-11-30T02:00:00Z,2019-11-30T02:10:00Z
0.237,6.1,174,5.8,6.4,7.6,212,1.04,0.124,8.5,234,0.185,6.1,174,0.264,6.9,0.327,7.2,0.438,5.5,2019-12-18T16:00:00Z,2019-12-18T16:00:00Z,2019-12-18T16:00:00Z
0.237,6.1,174,5.8,6.4,7.6,212,1.04,0.124,8.5,234,0.185,6.1,174,0.264,6.9,0.327,7.2,0.438,5.5,2019-12-18T16:05:00Z,2019-12-18T16:00:00Z,2019-12-18T16:00:00Z
0.237,6.1,174,5.8,6.4,7.6,212,1.04,0.124,8.5,234,0.185,6.1,174,0.264,6.9,0.327,7.2,0.438,5.5,2019-12-18T16:10:00Z,2019-12-18T16:00:00Z,2019-12-18T16:10:00Z
0.237,6.1,174,5.8,6.4,7.6,212,1.04,0.124,8.5,234,0.185,6.1,174,0.264,6.9,0.327,7.2,0.438,5.5,2019-12-18T16:15:00Z,2019-12-18T16:00:00Z,2019-12-18T16:10:00Z
0.237,11.6,200,7.9,9,10.6,243,1.03,0.199,11.6,200,0.113,6.7,332,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-16T20:00:00Z,2020-01-16T20:00:00Z,2020-01-16T20:00:00Z
0.237,11.6,200,7.9,9,10.6,243,1.03,0.199,11.6,200,0.113,6.7,332,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-16T20:05:00Z,2020-01-16T20:00:00Z,2020-01-16T20:00:00Z
0.237,11.6,200,7.9,9,10.6,243,1.03,0.199,11.6,200,0.113,6.7,332,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-16T20:10:00Z,2020-01-16T20:00:00Z,2020-01-16T20:10:00Z
0.237,11.6,200,7.9,9,10.6,243,1.03,0.199,11.6,200,0.113,6.7,332,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-16T20:15:00Z,2020-01-16T20:00:00Z,2020-01-16T20:10:00Z
0.239,9.8,200,5.9,6.9,8.6,186,1.1,0.175,9.8,200,0.147,6.7,208,0.24,8.9,0.307,8.7,0.385,10.5,2019-11-29T23:00:00Z,2019-11-29T23:00:00Z,2019-11-29T23:00:00Z
0.239,9.8,200,5.9,6.9,8.6,186,1.1,0.175,9.8,200,0.147,6.7,208,0.24,8.9,0.307,8.7,0.385,10.5,2019-11-29T23:05:00Z,2019-11-29T23:00:00Z,2019-11-29T23:00:00Z
0.239,9.8,200,5.9,6.9,8.6,186,1.1,0.175,9.8,200,0.147,6.7,208,0.24,8.9,0.307,8.7,0.385,10.5,2019-11-29T23:10:00Z,2019-11-29T23:00:00Z,2019-11-29T23:10:00Z
0.239,9.8,200,5.9,6.9,8.6,186,1.1,0.175,9.8,200,0.147,6.7,208,0.24,8.9,0.307,8.7,0.385,10.5,2019-11-29T23:15:00Z,2019-11-29T23:00:00Z,2019-11-29T23:10:00Z
0.239,11.6,282,5.5,6.2,7.9,258,1.01,0.13,11.6,282,0.188,5.6,178,0.24,7.5,0.302,7.9,0.46,7.5,2019-12-17T15:00:00Z,2019-12-17T15:00:00Z,2019-12-17T15:00:00Z
0.239,11.6,282,5.5,6.2,7.9,258,1.01,0.13,11.6,282,0.188,5.6,178,0.24,7.5,0.302,7.9,0.46,7.5,2019-12-17T15:05:00Z,2019-12-17T15:00:00Z,2019-12-17T15:00:00Z
0.239,11.6,282,5.5,6.2,7.9,258,1.01,0.13,11.6,282,0.188,5.6,178,0.24,7.5,0.302,7.9,0.46,7.5,2019-12-17T15:10:00Z,2019-12-17T15:00:00Z,2019-12-17T15:10:00Z
0.239,11.6,282,5.5,6.2,7.9,258,1.01,0.13,11.6,282,0.188,5.6,178,0.24,7.5,0.302,7.9,0.46,7.5,2019-12-17T15:15:00Z,2019-12-17T15:00:00Z,2019-12-17T15:10:00Z
0.241,11.6,188,5.2,6.1,8.4,191,1.09,0.155,11.6,188,0.179,5.6,276,0.238,8,0.287,8,0.408,6,2019-11-29T14:00:00Z,2019-11-29T14:00:00Z,2019-11-29T14:00:00Z
0.241,11.6,188,5.2,6.1,8.4,191,1.09,0.155,11.6,188,0.179,5.6,276,0.238,8,0.287,8,0.408,6,2019-11-29T14:05:00Z,2019-11-29T14:00:00Z,2019-11-29T14:00:00Z
0.241,11.6,188,5.2,6.1,8.4,191,1.09,0.155,11.6,188,0.179,5.6,276,0.238,8,0.287,8,0.408,6,2019-11-29T14:10:00Z,2019-11-29T14:00:00Z,2019-11-29T14:10:00Z
0.241,11.6,188,5.2,6.1,8.4,191,1.09,0.155,11.6,188,0.179,5.6,276,0.238,8,0.287,8,0.408,6,2019-11-29T14:15:00Z,2019-11-29T14:00:00Z,2019-11-29T14:10:00Z
0.243,11.6,266,7,8.4,10.6,189,1.09,0.204,11.6,266,0.122,6.7,278,0.283,10.6,0.351,11.5,0.418,9.5,2019-12-18T05:00:00Z,2019-12-18T05:00:00Z,2019-12-18T05:00:00Z
0.243,11.6,266,7,8.4,10.6,189,1.09,0.204,11.6,266,0.122,6.7,278,0.283,10.6,0.351,11.5,0.418,9.5,2019-12-18T05:05:00Z,2019-12-18T05:00:00Z,2019-12-18T05:00:00Z
0.243,11.6,266,7,8.4,10.6,189,1.09,0.204,11.6,266,0.122,6.7,278,0.283,10.6,0.351,11.5,0.418,9.5,2019-12-18T05:10:00Z,2019-12-18T05:00:00Z,2019-12-18T05:10:00Z
0.243,11.6,266,7,8.4,10.6,189,1.09,0.204,11.6,266,0.122,6.7,278,0.283,10.6,0.351,11.5,0.418,9.5,2019-12-18T05:15:00Z,2019-12-18T05:00:00Z,2019-12-18T05:10:00Z
0.245,11.6,274,5.6,6.7,9.2,278,1.12,0.171,11.6,274,0.166,6.1,230,0.251,9.3,0.311,10.7,0.36,13,2019-12-17T16:00:00Z,2019-12-17T16:00:00Z,2019-12-17T16:00:00Z
0.245,11.6,274,5.6,6.7,9.2,278,1.12,0.171,11.6,274,0.166,6.1,230,0.251,9.3,0.311,10.7,0.36,13,2019-12-17T16:05:00Z,2019-12-17T16:00:00Z,2019-12-17T16:00:00Z
0.245,11.6,274,5.6,6.7,9.2,278,1.12,0.171,11.6,274,0.166,6.1,230,0.251,9.3,0.311,10.7,0.36,13,2019-12-17T16:10:00Z,2019-12-17T16:00:00Z,2019-12-17T16:10:00Z
0.245,11.6,274,5.6,6.7,9.2,278,1.12,0.171,11.6,274,0.166,6.1,230,0.251,9.3,0.311,10.7,0.36,13,2019-12-17T16:15:00Z,2019-12-17T16:00:00Z,2019-12-17T16:10:00Z
0.245,14.2,150,5.3,6.5,9.4,160,1.07,0.168,14.2,150,0.17,6.1,166,0.245,8.8,0.293,9.7,0.365,11,2019-12-18T22:00:00Z,2019-12-18T22:00:00Z,2019-12-18T22:00:00Z
0.245,14.2,150,5.3,6.5,9.4,160,1.07,0.168,14.2,150,0.17,6.1,166,0.245,8.8,0.293,9.7,0.365,11,2019-12-18T22:05:00Z,2019-12-18T22:00:00Z,2019-12-18T22:00:00Z
0.245,14.2,150,5.3,6.5,9.4,160,1.07,0.168,14.2,150,0.17,6.1,166,0.245,8.8,0.293,9.7,0.365,11,2019-12-18T22:10:00Z,2019-12-18T22:00:00Z,2019-12-18T22:10:00Z
0.245,14.2,150,5.3,6.5,9.4,160,1.07,0.168,14.2,150,0.17,6.1,166,0.245,8.8,0.293,9.7,0.365,11,2019-12-18T22:15:00Z,2019-12-18T22:00:00Z,2019-12-18T22:10:00Z
0.245,14.2,106,6,7.4,10.5,121,1.09,0.181,14.2,106,0.16,6.7,113,0.27,9.8,0.341,10.9,0.417,5,2019-12-19T00:00:00Z,2019-12-19T00:00:00Z,2019-12-19T00:00:00Z
0.245,14.2,106,6,7.4,10.5,121,1.09,0.181,14.2,106,0.16,6.7,113,0.27,9.8,0.341,10.9,0.417,5,2019-12-19T00:05:00Z,2019-12-19T00:00:00Z,2019-12-19T00:00:00Z
0.245,14.2,106,6,7.4,10.5,121,1.09,0.181,14.2,106,0.16,6.7,113,0.27,9.8,0.341,10.9,0.417,5,2019-12-19T00:10:00Z,2019-12-19T00:00:00Z,2019-12-19T00:10:00Z
0.245,14.2,106,6,7.4,10.5,121,1.09,0.181,14.2,106,0.16,6.7,113,0.27,9.8,0.341,10.9,0.417,5,2019-12-19T00:15:00Z,2019-12-19T00:00:00Z,2019-12-19T00:10:00Z
0.246,11.6,278,6,7.2,9.3,252,1.1,0.19,11.6,278,0.132,6.7,258,0.278,9.2,0.351,9.1,0.433,10,2019-12-17T12:00:00Z,2019-12-17T12:00:00Z,2019-12-17T12:00:00Z
0.246,11.6,278,6,7.2,9.3,252,1.1,0.19,11.6,278,0.132,6.7,258,0.278,9.2,0.351,9.1,0.433,10,2019-12-17T12:05:00Z,2019-12-17T12:00:00Z,2019-12-17T12:00:00Z
0.246,11.6,278,6,7.2,9.3,252,1.1,0.19,11.6,278,0.132,6.7,258,0.278,9.2,0.351,9.1,0.433,10,2019-12-17T12:10:00Z,2019-12-17T12:00:00Z,2019-12-17T12:10:00Z
0.246,11.6,278,6,7.2,9.3,252,1.1,0.19,11.6,278,0.132,6.7,258,0.278,9.2,0.351,9.1,0.433,10,2019-12-17T12:15:00Z,2019-12-17T12:00:00Z,2019-12-17T12:10:00Z
0.246,14.2,198,5.8,7.3,10.6,149,1.1,0.186,14.2,198,0.152,6.1,166,0.251,10,0.328,11.9,0.43,7.5,2019-12-18T23:00:00Z,2019-12-18T23:00:00Z,2019-12-18T23:00:00Z
0.246,14.2,198,5.8,7.3,10.6,149,1.1,0.186,14.2,198,0.152,6.1,166,0.251,10,0.328,11.9,0.43,7.5,2019-12-18T23:05:00Z,2019-12-18T23:00:00Z,2019-12-18T23:00:00Z
0.246,14.2,198,5.8,7.3,10.6,149,1.1,0.186,14.2,198,0.152,6.1,166,0.251,10,0.328,11.9,0.43,7.5,2019-12-18T23:10:00Z,2019-12-18T23:00:00Z,2019-12-18T23:10:00Z
0.246,14.2,198,5.8,7.3,10.6,149,1.1,0.186,14.2,198,0.152,6.1,166,0.251,10,0.328,11.9,0.43,7.5,2019-12-18T23:15:00Z,2019-12-18T23:00:00Z,2019-12-18T23:10:00Z
0.249,7.5,298,5,5.8,7.7,255,1.11,0.14,11.6,258,0.191,6.7,298,0.233,7.7,0.268,7.4,0.324,7,2019-12-17T06:00:00Z,2019-12-17T06:00:00Z,2019-12-17T06:00:00Z
0.249,7.5,298,5,5.8,7.7,255,1.11,0.14,11.6,258,0.191,6.7,298,0.233,7.7,0.268,7.4,0.324,7,2019-12-17T06:05:00Z,2019-12-17T06:00:00Z,2019-12-17T06:00:00Z
0.249,7.5,298,5,5.8,7.7,255,1.11,0.14,11.6,258,0.191,6.7,298,0.233,7.7,0.268,7.4,0.324,7,2019-12-17T06:10:00Z,2019-12-17T06:00:00Z,2019-12-17T06:10:00Z
0.249,7.5,298,5,5.8,7.7,255,1.11,0.14,11.6,258,0.191,6.7,298,0.233,7.7,0.268,7.4,0.324,7,2019-12-17T06:15:00Z,2019-12-17T06:00:00Z,2019-12-17T06:10:00Z
0.25,9.8,298,5.4,6.4,8.5,297,1.11,0.176,9.8,298,0.157,6.7,298,0.251,8.3,0.323,8.9,0.439,10.5,2019-12-13T03:00:00Z,2019-12-13T03:00:00Z,2019-12-13T03:00:00Z
0.25,9.8,298,5.4,6.4,8.5,297,1.11,0.176,9.8,298,0.157,6.7,298,0.251,8.3,0.323,8.9,0.439,10.5,2019-12-13T03:05:00Z,2019-12-13T03:00:00Z,2019-12-13T03:00:00Z
0.25,9.8,298,5.4,6.4,8.5,297,1.11,0.176,9.8,298,0.157,6.7,298,0.251,8.3,0.323,8.9,0.439,10.5,2019-12-13T03:10:00Z,2019-12-13T03:00:00Z,2019-12-13T03:10:00Z
0.25,9.8,298,5.4,6.4,8.5,297,1.11,0.176,9.8,298,0.157,6.7,298,0.251,8.3,0.323,8.9,0.439,10.5,2019-12-13T03:15:00Z,2019-12-13T03:00:00Z,2019-12-13T03:10:00Z
0.25,14.2,254,6.7,8.2,10.8,279,1.1,0.2,14.2,254,0.133,6.7,310,0.283,10.9,0.348,11.6,0.444,10.5,2019-12-25T00:00:00Z,2019-12-25T00:00:00Z,2019-12-25T00:00:00Z
0.25,14.2,254,6.7,8.2,10.8,279,1.1,0.2,14.2,254,0.133,6.7,310,0.283,10.9,0.348,11.6,0.444,10.5,2019-12-25T00:05:00Z,2019-12-25T00:00:00Z,2019-12-25T00:00:00Z
0.25,14.2,254,6.7,8.2,10.8,279,1.1,0.2,14.2,254,0.133,6.7,310,0.283,10.9,0.348,11.6,0.444,10.5,2019-12-25T00:10:00Z,2019-12-25T00:00:00Z,2019-12-25T00:10:00Z
0.25,14.2,254,6.7,8.2,10.8,279,1.1,0.2,14.2,254,0.133,6.7,310,0.283,10.9,0.348,11.6,0.444,10.5,2019-12-25T00:15:00Z,2019-12-25T00:00:00Z,2019-12-25T00:10:00Z
0.252,8.5,168,6.7,7.6,8.7,169,1.07,0.195,8.5,168,0.124,6.7,136,0.285,8.2,0.363,8.5,0.457,7.5,2019-11-28T23:00:00Z,2019-11-28T23:00:00Z,2019-11-28T23:00:00Z
0.252,8.5,168,6.7,7.6,8.7,169,1.07,0.195,8.5,168,0.124,6.7,136,0.285,8.2,0.363,8.5,0.457,7.5,2019-11-28T23:05:00Z,2019-11-28T23:00:00Z,2019-11-28T23:00:00Z
0.252,8.5,168,6.7,7.6,8.7,169,1.07,0.195,8.5,168,0.124,6.7,136,0.285,8.2,0.363,8.5,0.457,7.5,2019-11-28T23:10:00Z,2019-11-28T23:00:00Z,2019-11-28T23:10:00Z
0.252,8.5,168,6.7,7.6,8.7,169,1.07,0.195,8.5,168,0.124,6.7,136,0.285,8.2,0.363,8.5,0.457,7.5,2019-11-28T23:15:00Z,2019-11-28T23:00:00Z,2019-11-28T23:10:00Z
0.252,11.6,216,6.7,7.8,9.8,245,1.02,0.205,11.6,216,0.136,4.7,164,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-16T21:00:00Z,2020-01-16T21:00:00Z,2020-01-16T21:00:00Z
0.252,11.6,216,6.7,7.8,9.8,245,1.02,0.205,11.6,216,0.136,4.7,164,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-16T21:05:00Z,2020-01-16T21:00:00Z,2020-01-16T21:00:00Z
0.252,11.6,216,6.7,7.8,9.8,245,1.02,0.205,11.6,216,0.136,4.7,164,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-16T21:10:00Z,2020-01-16T21:00:00Z,2020-01-16T21:10:00Z
0.252,11.6,216,6.7,7.8,9.8,245,1.02,0.205,11.6,216,0.136,4.7,164,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-16T21:15:00Z,2020-01-16T21:00:00Z,2020-01-16T21:10:00Z
0.253,6.1,290,5.4,6.3,8.1,258,1.13,0.158,8.5,242,0.184,6.1,290,0.238,8.1,0.283,8.2,0.365,8,2019-12-17T08:00:00Z,2019-12-17T08:00:00Z,2019-12-17T08:00:00Z
0.253,6.1,290,5.4,6.3,8.1,258,1.13,0.158,8.5,242,0.184,6.1,290,0.238,8.1,0.283,8.2,0.365,8,2019-12-17T08:05:00Z,2019-12-17T08:00:00Z,2019-12-17T08:00:00Z
0.253,6.1,290,5.4,6.3,8.1,258,1.13,0.158,8.5,242,0.184,6.1,290,0.238,8.1,0.283,8.2,0.365,8,2019-12-17T08:10:00Z,2019-12-17T08:00:00Z,2019-12-17T08:10:00Z
0.253,6.1,290,5.4,6.3,8.1,258,1.13,0.158,8.5,242,0.184,6.1,290,0.238,8.1,0.283,8.2,0.365,8,2019-12-17T08:15:00Z,2019-12-17T08:00:00Z,2019-12-17T08:10:00Z
0.254,11.6,240,6.8,8.3,11,225,1.1,0.207,11.6,240,0.144,6.1,169,0.27,11.1,0.333,12.2,0.435,13.5,2019-11-30T03:00:00Z,2019-11-30T03:00:00Z,2019-11-30T03:00:00Z
0.254,11.6,240,6.8,8.3,11,225,1.1,0.207,11.6,240,0.144,6.1,169,0.27,11.1,0.333,12.2,0.435,13.5,2019-11-30T03:05:00Z,2019-11-30T03:00:00Z,2019-11-30T03:00:00Z
0.254,11.6,240,6.8,8.3,11,225,1.1,0.207,11.6,240,0.144,6.1,169,0.27,11.1,0.333,12.2,0.435,13.5,2019-11-30T03:10:00Z,2019-11-30T03:00:00Z,2019-11-30T03:10:00Z
0.254,11.6,240,6.8,8.3,11,225,1.1,0.207,11.6,240,0.144,6.1,169,0.27,11.1,0.333,12.2,0.435,13.5,2019-11-30T03:15:00Z,2019-11-30T03:00:00Z,2019-11-30T03:10:00Z
0.254,14.2,330,4.9,5.7,8,259,1.07,0.148,14.2,330,0.194,6.1,181,0.242,7.6,0.284,9,0.345,7.5,2019-12-18T07:00:00Z,2019-12-18T07:00:00Z,2019-12-18T07:00:00Z
0.254,14.2,330,4.9,5.7,8,259,1.07,0.148,14.2,330,0.194,6.1,181,0.242,7.6,0.284,9,0.345,7.5,2019-12-18T07:05:00Z,2019-12-18T07:00:00Z,2019-12-18T07:00:00Z
0.254,14.2,330,4.9,5.7,8,259,1.07,0.148,14.2,330,0.194,6.1,181,0.242,7.6,0.284,9,0.345,7.5,2019-12-18T07:10:00Z,2019-12-18T07:00:00Z,2019-12-18T07:10:00Z
0.254,14.2,330,4.9,5.7,8,259,1.07,0.148,14.2,330,0.194,6.1,181,0.242,7.6,0.284,9,0.345,7.5,2019-12-18T07:15:00Z,2019-12-18T07:00:00Z,2019-12-18T07:10:00Z
0.255,9.8,120,5,5.7,7.5,182,1.14,0.15,9.8,120,0.197,6.1,160,NaN,NaN,NaN,NaN,NaN,NaN,2019-11-29T20:00:00Z,2019-11-29T20:00:00Z,2019-11-29T20:00:00Z
0.255,9.8,120,5,5.7,7.5,182,1.14,0.15,9.8,120,0.197,6.1,160,NaN,NaN,NaN,NaN,NaN,NaN,2019-11-29T20:05:00Z,2019-11-29T20:00:00Z,2019-11-29T20:00:00Z
0.255,9.8,120,5,5.7,7.5,182,1.14,0.15,9.8,120,0.197,6.1,160,NaN,NaN,NaN,NaN,NaN,NaN,2019-11-29T20:10:00Z,2019-11-29T20:00:00Z,2019-11-29T20:10:00Z
0.255,9.8,120,5,5.7,7.5,182,1.14,0.15,9.8,120,0.197,6.1,160,NaN,NaN,NaN,NaN,NaN,NaN,2019-11-29T20:15:00Z,2019-11-29T20:00:00Z,2019-11-29T20:10:00Z
0.256,9.8,172,6.9,8.2,9.7,165,1.11,0.226,9.8,172,0.1,6.7,160,0.275,9.6,0.325,9.4,0.431,9.5,2019-11-28T22:00:00Z,2019-11-28T22:00:00Z,2019-11-28T22:00:00Z
0.256,9.8,172,6.9,8.2,9.7,165,1.11,0.226,9.8,172,0.1,6.7,160,0.275,9.6,0.325,9.4,0.431,9.5,2019-11-28T22:05:00Z,2019-11-28T22:00:00Z,2019-11-28T22:00:00Z
0.256,9.8,172,6.9,8.2,9.7,165,1.11,0.226,9.8,172,0.1,6.7,160,0.275,9.6,0.325,9.4,0.431,9.5,2019-11-28T22:10:00Z,2019-11-28T22:00:00Z,2019-11-28T22:10:00Z
0.256,9.8,172,6.9,8.2,9.7,165,1.11,0.226,9.8,172,0.1,6.7,160,0.275,9.6,0.325,9.4,0.431,9.5,2019-11-28T22:15:00Z,2019-11-28T22:00:00Z,2019-11-28T22:10:00Z
0.256,4.7,293,3.7,4.1,5.5,293,1.13,0.096,11.6,208,0.233,4.7,293,0.27,5,0.336,5.1,0.493,5,2019-11-30T18:00:00Z,2019-11-30T18:00:00Z,2019-11-30T18:00:00Z
0.256,4.7,293,3.7,4.1,5.5,293,1.13,0.096,11.6,208,0.233,4.7,293,0.27,5,0.336,5.1,0.493,5,2019-11-30T18:05:00Z,2019-11-30T18:00:00Z,2019-11-30T18:00:00Z
0.256,4.7,293,3.7,4.1,5.5,293,1.13,0.096,11.6,208,0.233,4.7,293,0.27,5,0.336,5.1,0.493,5,2019-11-30T18:10:00Z,2019-11-30T18:00:00Z,2019-11-30T18:10:00Z
0.256,4.7,293,3.7,4.1,5.5,293,1.13,0.096,11.6,208,0.233,4.7,293,0.27,5,0.336,5.1,0.493,5,2019-11-30T18:15:00Z,2019-11-30T18:00:00Z,2019-11-30T18:10:00Z
0.256,6.1,332,4.7,5.4,7.2,317,1.11,0.131,9.8,108,0.209,6.1,332,0.242,6.9,0.289,7.4,0.368,9,2019-12-01T18:00:00Z,2019-12-01T18:00:00Z,2019-12-01T18:00:00Z
0.256,6.1,332,4.7,5.4,7.2,317,1.11,0.131,9.8,108,0.209,6.1,332,0.242,6.9,0.289,7.4,0.368,9,2019-12-01T18:05:00Z,2019-12-01T18:00:00Z,2019-12-01T18:00:00Z
0.256,6.1,332,4.7,5.4,7.2,317,1.11,0.131,9.8,108,0.209,6.1,332,0.242,6.9,0.289,7.4,0.368,9,2019-12-01T18:10:00Z,2019-12-01T18:00:00Z,2019-12-01T18:10:00Z
0.256,6.1,332,4.7,5.4,7.2,317,1.11,0.131,9.8,108,0.209,6.1,332,0.242,6.9,0.289,7.4,0.368,9,2019-12-01T18:15:00Z,2019-12-01T18:00:00Z,2019-12-01T18:10:00Z
0.256,14.2,166,5.8,7,9.8,143,1.06,0.185,14.2,166,0.168,6.1,189,0.245,9.1,0.32,9.9,0.432,11.5,2019-12-18T17:00:00Z,2019-12-18T17:00:00Z,2019-12-18T17:00:00Z
0.256,14.2,166,5.8,7,9.8,143,1.06,0.185,14.2,166,0.168,6.1,189,0.245,9.1,0.32,9.9,0.432,11.5,2019-12-18T17:05:00Z,2019-12-18T17:00:00Z,2019-12-18T17:00:00Z
0.256,14.2,166,5.8,7,9.8,143,1.06,0.185,14.2,166,0.168,6.1,189,0.245,9.1,0.32,9.9,0.432,11.5,2019-12-18T17:10:00Z,2019-12-18T17:00:00Z,2019-12-18T17:10:00Z
0.256,14.2,166,5.8,7,9.8,143,1.06,0.185,14.2,166,0.168,6.1,189,0.245,9.1,0.32,9.9,0.432,11.5,2019-12-18T17:15:00Z,2019-12-18T17:00:00Z,2019-12-18T17:10:00Z
0.257,8.5,172,6.2,7.3,8.8,153,1.08,0.194,8.5,172,0.144,6.7,180,0.277,9,0.341,8.7,0.409,7,2019-11-28T20:00:00Z,2019-11-28T20:00:00Z,2019-11-28T20:00:00Z
0.257,8.5,172,6.2,7.3,8.8,153,1.08,0.194,8.5,172,0.144,6.7,180,0.277,9,0.341,8.7,0.409,7,2019-11-28T20:05:00Z,2019-11-28T20:00:00Z,2019-11-28T20:00:00Z
0.257,8.5,172,6.2,7.3,8.8,153,1.08,0.194,8.5,172,0.144,6.7,180,0.277,9,0.341,8.7,0.409,7,2019-11-28T20:10:00Z,2019-11-28T20:00:00Z,2019-11-28T20:10:00Z
0.257,8.5,172,6.2,7.3,8.8,153,1.08,0.194,8.5,172,0.144,6.7,180,0.277,9,0.341,8.7,0.409,7,2019-11-28T20:15:00Z,2019-11-28T20:00:00Z,2019-11-28T20:10:00Z
0.257,7.5,288,6,6.8,8,310,1.06,0.16,8.5,280,0.169,6.7,14,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-19T07:00:00Z,2020-01-19T07:00:00Z,2020-01-19T07:00:00Z
0.257,7.5,288,6,6.8,8,310,1.06,0.16,8.5,280,0.169,6.7,14,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-19T07:05:00Z,2020-01-19T07:00:00Z,2020-01-19T07:00:00Z
0.257,7.5,288,6,6.8,8,310,1.06,0.16,8.5,280,0.169,6.7,14,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-19T07:10:00Z,2020-01-19T07:00:00Z,2020-01-19T07:10:00Z
0.257,7.5,288,6,6.8,8,310,1.06,0.16,8.5,280,0.169,6.7,14,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-19T07:15:00Z,2020-01-19T07:00:00Z,2020-01-19T07:10:00Z
0.258,18.3,112,5.9,7.6,12.1,93,1.11,0.198,18.3,112,0.155,6.7,248,0.259,10.3,0.323,12,0.388,12,2019-12-02T00:00:00Z,2019-12-02T00:00:00Z,2019-12-02T00:00:00Z
0.258,18.3,112,5.9,7.6,12.1,93,1.11,0.198,18.3,112,0.155,6.7,248,0.259,10.3,0.323,12,0.388,12,2019-12-02T00:05:00Z,2019-12-02T00:00:00Z,2019-12-02T00:00:00Z
0.258,18.3,112,5.9,7.6,12.1,93,1.11,0.198,18.3,112,0.155,6.7,248,0.259,10.3,0.323,12,0.388,12,2019-12-02T00:10:00Z,2019-12-02T00:00:00Z,2019-12-02T00:10:00Z
0.258,18.3,112,5.9,7.6,12.1,93,1.11,0.198,18.3,112,0.155,6.7,248,0.259,10.3,0.323,12,0.388,12,2019-12-02T00:15:00Z,2019-12-02T00:00:00Z,2019-12-02T00:10:00Z
0.259,11.6,226,5.1,6,8.3,211,1.11,0.166,11.6,226,0.188,6.1,261,0.242,7.3,0.297,8.8,0.384,5,2019-12-13T05:00:00Z,2019-12-13T05:00:00Z,2019-12-13T05:00:00Z
0.259,11.6,226,5.1,6,8.3,211,1.11,0.166,11.6,226,0.188,6.1,261,0.242,7.3,0.297,8.8,0.384,5,2019-12-13T05:05:00Z,2019-12-13T05:00:00Z,2019-12-13T05:00:00Z
0.259,11.6,226,5.1,6,8.3,211,1.11,0.166,11.6,226,0.188,6.1,261,0.242,7.3,0.297,8.8,0.384,5,2019-12-13T05:10:00Z,2019-12-13T05:00:00Z,2019-12-13T05:10:00Z
0.259,11.6,226,5.1,6,8.3,211,1.11,0.166,11.6,226,0.188,6.1,261,0.242,7.3,0.297,8.8,0.384,5,2019-12-13T05:15:00Z,2019-12-13T05:00:00Z,2019-12-13T05:10:00Z
0.259,8.5,232,6.6,7.3,8.4,263,1.06,0.175,8.5,232,0.16,6.7,133,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-19T02:00:00Z,2020-01-19T02:00:00Z,2020-01-19T02:00:00Z
